0,100
0.25,328.78
0.5,1073.7
0.75,3431.5
1,7210.2
1.25,19883
1.5,45061
1.75,84245
2,92357
2.25,1.4149e+05
2.5,1.8918e+05
2.75,2.3482e+05
3,1.9482e+05
3.25,2.4028e+05
3.5,2.8357e+05
3.75,3.2476e+05
4,2.5476e+05
4.25,2.9737e+05
4.5,3.3791e+05
4.75,3.7646e+05
5,2.8917e+05
5.25,3.3012e+05
5.5,3.6906e+05
5.75,4.0608e+05
6,3.0889e+05
6.25,3.4888e+05
6.5,3.869e+05
6.75,4.2304e+05
7,3.2018e+05
7.25,3.5962e+05
7.5,3.9711e+05
7.75,4.3275e+05
8,3.2664e+05
8.25,3.6577e+05
8.5,4.0296e+05
8.75,4.3831e+05
9,3.3034e+05
9.25,3.6929e+05
9.5,4.0631e+05
9.75,4.415e+05
10,3.3246e+05
10.25,3.713e+05
10.5,4.0823e+05
10.75,4.4332e+05
11,3.3367e+05
11.25,3.7246e+05
11.5,4.0933e+05
11.75,4.4437e+05
12,3.3437e+05
12.25,3.7312e+05
12.5,4.0996e+05
12.75,4.4497e+05
13,3.3477e+05
13.25,3.7351e+05
13.5,4.1032e+05
13.75,4.4532e+05
14,3.35e+05
14.25,3.7373e+05
14.5,4.1053e+05
14.75,4.4552e+05
15,3.3514e+05
15.25,3.7385e+05
15.5,4.1066e+05
15.75,4.4563e+05
16,3.3521e+05
16.25,3.7393e+05
16.5,4.1073e+05
16.75,4.457e+05
17,3.3526e+05
17.25,3.7397e+05
17.5,4.1077e+05
17.75,4.4574e+05
18,3.3529e+05
18.25,3.74e+05
18.5,4.108e+05
18.75,4.4577e+05
19,3.353e+05
19.25,3.7402e+05
19.5,4.1081e+05
19.75,4.4578e+05
20,3.3531e+05
20.25,3.7403e+05
20.5,4.1082e+05
20.75,4.4579e+05
21,3.3532e+05
21.25,3.7403e+05
21.5,4.1083e+05
21.75,4.458e+05
22,3.3532e+05
22.25,3.7404e+05
22.5,4.1083e+05
22.75,4.458e+05
23,3.3533e+05
23.25,3.7404e+05
23.5,4.1083e+05
23.75,4.4581e+05
24,3.3533e+05
24.25,3.7404e+05
24.5,4.1084e+05
24.75,4.4581e+05
25,3.3533e+05
25.25,3.7404e+05
25.5,4.1084e+05
25.75,4.4581e+05
26,3.3533e+05
26.25,3.7404e+05
26.5,4.1084e+05
26.75,4.4581e+05
27,3.3533e+05
27.25,3.7405e+05
27.5,4.1084e+05
27.75,4.4581e+05
28,3.3533e+05
28.25,3.7405e+05
28.5,4.1084e+05
28.75,4.4581e+05
29,3.3533e+05
29.25,3.7405e+05
29.5,4.1084e+05
29.75,4.4582e+05
30,3.3534e+05
30.25,3.7405e+05
30.5,4.1084e+05
30.75,4.4582e+05
31,3.3534e+05
31.25,3.7405e+05
31.5,4.1084e+05
31.75,4.4582e+05
32,3.3534e+05
32.25,3.7405e+05
32.5,4.1085e+05
32.75,4.4582e+05
33,3.3534e+05
33.25,3.7405e+05
33.5,4.1085e+05
33.75,4.4582e+05
34,3.3534e+05
34.25,3.7405e+05
34.5,4.1085e+05
34.75,4.4582e+05
35,3.3534e+05
35.25,3.7405e+05
35.5,4.1085e+05
35.75,4.4582e+05
36,3.3534e+05
36.25,3.7405e+05
36.5,4.1085e+05
36.75,4.4582e+05
37,3.3534e+05
37.25,3.7405e+05
37.5,4.1085e+05
37.75,4.4582e+05
38,3.3534e+05
38.25,3.7405e+05
38.5,4.1085e+05
38.75,4.4582e+05
39,3.3534e+05
39.25,3.7405e+05
39.5,4.1085e+05
39.75,4.4582e+05
40,3.3534e+05
40.25,3.7405e+05
40.5,4.1085e+05
40.75,4.4582e+05
41,3.3534e+05
41.25,3.7405e+05
41.5,4.1085e+05
41.75,4.4582e+05
42,3.3534e+05
42.25,3.7405e+05
42.5,4.1085e+05
42.75,4.4582e+05
43,3.3534e+05
43.25,3.7405e+05
43.5,4.1085e+05
43.75,4.4582e+05
44,3.3534e+05
44.25,3.7405e+05
44.5,4.1085e+05
44.75,4.4582e+05
45,3.3534e+05
45.25,3.7405e+05
45.5,4.1085e+05
45.75,4.4582e+05
46,3.3534e+05
46.25,3.7405e+05
46.5,4.1085e+05
46.75,4.4582e+05
47,3.3534e+05
47.25,3.7405e+05
47.5,4.1085e+05
47.75,4.4582e+05
48,3.3534e+05
48.25,3.7405e+05
48.5,4.1085e+05
48.75,4.4582e+05
49,3.3534e+05
49.25,3.7405e+05
49.5,4.1085e+05
49.75,4.4582e+05
